ID cluster length robot_feedback previous_score current_result current_score engagement action
user_15/session_1 0 5 0 3 1 2 0.776091104013 0
user_15/session_1 0 3 0 2 1 1 0.385114701727 5
user_15/session_1 0 3 2 1 1 1 0.368739640568 2
user_15/session_1 0 7 0 1 -1 -3 0.484774408977 3
user_15/session_1 0 9 0 -3 -1 -4 0.497168958576 4
user_15/session_1 0 9 1 -4 -1 -4 0.289333410116 2
user_15/session_1 0 7 0 -4 1 3 0.296944345417 3
user_15/session_1 0 9 0 3 1 4 0.418738663292 2
user_15/session_1 0 7 0 4 1 3 0.381282206074 4
user_15/session_1 0 7 1 3 -1 -3 0.666038444315 1
user_15/session_1 0 5 0 -3 1 2 0.433390224475 -1
user_41/session_1 0 7 0 0 -1 -3 0.308006343346 2
user_41/session_1 0 7 0 -3 -1 -3 0.31916493139 5
user_41/session_1 0 7 2 -3 -1 -3 0.346605993011 3
user_41/session_1 0 9 0 -3 -1 -4 0.503361259621 1
user_41/session_1 0 5 0 -4 1 2 0.475686705727 4
user_41/session_1 0 5 1 2 -1 -2 0.338611757031 1
user_41/session_1 0 5 0 -2 1 2 0.301733434715 0
user_41/session_1 0 3 0 2 -1 -1 0.599840903464 5
user_41/session_1 0 3 2 -1 1 1 0.269971550572 3
user_41/session_1 0 9 0 1 -1 -4 0.403282025828 4
user_41/session_1 0 9 1 -4 -1 -4 0.38337602413 2
user_41/session_1 0 7 0 -4 1 3 0.398654059548 1
user_41/session_1 0 5 0 3 1 2 0.51670024934 0
user_41/session_1 0 3 0 2 1 1 0.547096183613 4
user_41/session_1 0 3 1 1 1 1 0.499431837503 1
user_41/session_1 0 5 0 1 1 2 0.412200229024 1
user_41/session_1 0 5 0 2 1 2 0.522546811943 3
user_41/session_1 0 9 0 2 1 4 0.463470452453 5
user_41/session_1 0 9 2 4 -1 -4 0.501184872113 3
user_41/session_1 0 9 0 -4 -1 -4 0.415465036102 1
user_41/session_1 0 5 0 -4 1 2 0.366363472396 0
user_41/session_1 0 3 0 2 1 1 0.444732024469 2
user_41/session_1 0 7 0 1 1 3 0.300961517662 2
user_41/session_1 0 7 0 3 1 3 0.250075228567 4
user_41/session_1 0 7 1 3 -1 -3 0.331707850602 -1
user_22/session_1 0 7 0 0 1 3 0.450144908901 3
user_22/session_1 0 9 0 3 1 4 0.338328282374 5
user_22/session_1 0 9 2 4 -1 -4 0.329867118556 3
user_22/session_1 0 9 0 -4 -1 -4 0.448317314392 1
user_22/session_1 0 5 0 -4 1 2 0.258211975893 0
user_22/session_1 0 3 0 2 1 1 0.213741141364 4
user_22/session_1 0 3 1 1 1 1 0.212843297923 1
user_22/session_1 0 5 0 1 1 2 0.21846006864 0
user_22/session_1 0 3 0 2 1 1 0.13435833402 4
user_22/session_1 0 3 1 1 1 1 0.205071700266 1
user_22/session_1 0 5 0 1 1 2 0.193516808049 2
user_22/session_1 0 7 0 2 1 3 0.276164531689 2
user_22/session_1 0 7 0 3 1 3 0.136462592452 5
user_22/session_1 0 7 2 3 1 3 0.162686938841 1
user_22/session_1 0 5 0 3 1 2 0.234995958714 2
user_22/session_1 0 7 0 2 1 3 0.150454626091 4
user_22/session_1 0 7 1 3 -1 -3 0.139813305484 3
user_22/session_1 0 9 0 -3 -1 -4 0.151099553439 2
user_22/session_1 0 7 0 -4 1 3 0.176621441948 5
user_22/session_1 0 7 2 3 1 3 0.138156035969 2
user_22/session_1 0 7 0 3 -1 -3 0.335862938504 1
user_22/session_1 0 5 0 -3 1 2 0.242265341417 0
user_22/session_1 0 3 0 2 1 1 0.205851247763 4
user_22/session_1 0 3 1 1 1 1 0.170411385985 2
user_22/session_1 0 7 0 1 -1 -3 0.089771550941 -1
user_56/session_1 2 3 0 0 1 1 0.131555255879 1
user_56/session_1 2 5 0 1 1 2 0.190472921513 2
user_56/session_1 2 7 0 2 1 3 0.253832547623 5
user_56/session_1 2 7 2 3 -1 -3 0.383019775226 1
user_56/session_1 2 5 0 -3 1 2 0.161180871631 0
user_56/session_1 2 3 0 2 1 1 0.0594614397424 4
user_56/session_1 2 3 1 1 1 1 0.142185546565 2
user_56/session_1 2 7 0 1 1 3 0.198155264626 3
user_56/session_1 2 9 0 3 -1 -4 0.193372035682 5
user_56/session_1 2 9 2 -4 -1 -4 0.259595159973 3
user_56/session_1 2 9 0 -4 -1 -4 0.288566747095 1
user_56/session_1 2 5 0 -4 1 2 0.276662900145 5
user_56/session_1 2 5 2 2 1 2 0.380136896061 0
user_56/session_1 2 3 0 2 1 1 0.40441518656 4
user_56/session_1 2 3 1 1 1 1 0.283639494888 2
user_56/session_1 2 7 0 1 -1 -3 0.217245101009 5
user_56/session_1 2 7 2 -3 1 3 0.122898162036 2
user_56/session_1 2 7 0 3 -1 -3 0.274621478016 3
user_56/session_1 2 9 0 -3 -1 -4 0.327780676506 2
user_56/session_1 2 7 0 -4 1 3 0.265575265902 1
user_56/session_1 2 5 0 3 1 2 0.493583255804 4
user_56/session_1 2 5 1 2 -1 -2 0.395118533054 3
user_56/session_1 2 9 0 -2 1 4 0.402079616262 2
user_56/session_1 2 7 0 4 -1 -3 0.544835821225 3
user_56/session_1 2 9 0 -3 1 4 0.440086496618 -1
user_69/session_1 1 7 0 0 -1 -3 0.32442931107 3
user_69/session_1 1 9 0 -3 -1 -4 0.108474032349 4
user_69/session_1 1 9 1 -4 -1 -4 0.105024815718 1
user_69/session_1 1 5 0 -4 1 2 0.0729711367369 1
user_69/session_1 1 5 0 2 1 2 0.044651594203 0
user_69/session_1 1 3 0 2 1 1 0.0848862166988 5
user_69/session_1 1 3 2 1 1 1 0.10571174938 2
user_69/session_1 1 7 0 1 -1 -3 0.0569807692611 1
user_69/session_1 1 5 0 -3 1 2 0.0445678072106 0
user_69/session_1 1 3 0 2 1 1 0.163375979975 4
user_69/session_1 1 3 1 1 1 1 0.0837206558626 1
user_69/session_1 1 5 0 1 1 2 0.105486104822 5
user_69/session_1 1 5 2 2 1 2 0.119915119022 2
user_69/session_1 1 7 0 2 1 3 0.178329845843 3
user_69/session_1 1 9 0 3 -1 -4 0.0362592711349 4
user_69/session_1 1 9 1 -4 -1 -4 0.0840310452721 3
user_69/session_1 1 9 0 -4 -1 -4 0.0440560181504 2
user_69/session_1 1 7 0 -4 1 3 0.0993553558545 2
user_69/session_1 1 7 0 3 -1 -3 0.078230928262 1
user_69/session_1 1 5 0 -3 1 2 0.0762880078071 5
user_69/session_1 1 5 2 2 1 2 0.155786010622 2
user_69/session_1 1 7 0 2 1 3 0.157049344633 0
user_69/session_1 1 3 0 3 1 1 0.189117841998 4
user_69/session_1 1 3 1 1 1 1 0.128422314622 1
user_69/session_1 1 5 0 1 1 2 0.216660808585 -1
user_36/session_1 0 3 0 0 1 1 0.392856958691 1
user_36/session_1 0 5 0 1 1 2 0.477839255972 2
user_36/session_1 0 7 0 2 1 3 0.542398464467 4
user_36/session_1 0 7 1 3 -1 -3 0.376400527882 3
user_36/session_1 0 9 0 -3 -1 -4 0.336872482263 5
user_36/session_1 0 9 2 -4 -1 -4 0.598395945209 2
user_36/session_1 0 7 0 -4 -1 -3 0.435851808067 1
user_36/session_1 0 5 0 -3 1 2 0.389197810435 0
user_36/session_1 0 3 0 2 1 1 0.263902188555 4
user_36/session_1 0 3 1 1 1 1 0.482515647784 1
user_36/session_1 0 5 0 1 1 2 0.312643406744 5
user_36/session_1 0 5 2 2 1 2 0.368370458745 2
user_36/session_1 0 7 0 2 -1 -3 0.496966031929 3
user_36/session_1 0 9 0 -3 -1 -4 0.61579665566 5
user_36/session_1 0 9 2 -4 -1 -4 0.269594511897 0
user_36/session_1 0 3 0 -4 1 1 0.379936661084 1
user_36/session_1 0 5 0 1 1 2 0.277560340133 2
user_36/session_1 0 7 0 2 1 3 0.503358445249 4
user_36/session_1 0 7 1 3 1 3 0.522517061079 2
user_36/session_1 0 7 0 3 1 3 0.172378169286 3
user_36/session_1 0 9 0 3 1 4 0.276007333069 4
user_36/session_1 0 9 1 4 -1 -4 0.147607021964 0
user_36/session_1 0 3 0 -4 1 1 0.441047472631 1
user_36/session_1 0 5 0 1 1 2 0.345153043686 1
user_36/session_1 0 5 0 2 1 2 0.159648031087 -1
user_38/session_1 1 7 0 0 1 3 0.541245976714 2
user_38/session_1 1 7 0 3 -1 -3 0.374532758207 5
user_38/session_1 1 7 2 -3 -1 -3 0.5599520619 3
user_38/session_1 1 9 0 -3 -1 -4 0.450437616692 1
user_38/session_1 1 5 0 -4 1 2 0.349295133144 4
user_38/session_1 1 5 1 2 1 2 0.542558424342 1
user_38/session_1 1 5 0 2 -1 -2 0.59144244138 0
user_38/session_1 1 3 0 -2 1 1 0.617024181605 5
user_38/session_1 1 3 2 1 1 1 0.461838320291 3
user_38/session_1 1 9 0 1 -1 -4 0.64683719622 4
user_38/session_1 1 9 1 -4 -1 -4 0.46573074677 2
user_38/session_1 1 7 0 -4 -1 -3 0.393420535692 1
user_38/session_1 1 5 0 -3 1 2 0.41504190044 0
user_38/session_1 1 3 0 2 1 1 0.513541164415 4
user_38/session_1 1 3 1 1 1 1 0.337648594403 1
user_38/session_1 1 5 0 1 1 2 0.569432644858 1
user_38/session_1 1 5 0 2 1 2 0.390286236788 3
user_38/session_1 1 9 0 2 -1 -4 0.455137525156 5
user_38/session_1 1 9 2 -4 -1 -4 0.455243558936 3
user_38/session_1 1 9 0 -4 -1 -4 0.418129673713 1
user_38/session_1 1 5 0 -4 1 2 0.34572265961 0
user_38/session_1 1 3 0 2 1 1 0.135363029627 2
user_38/session_1 1 7 0 1 -1 -3 0.381141309476 2
user_38/session_1 1 7 0 -3 1 3 0.452025765919 4
user_38/session_1 1 7 1 3 -1 -3 0.426526896131 -1
user_40/session_1 2 3 0 0 1 1 0.490174990293 1
user_40/session_1 2 5 0 1 1 2 0.443812289545 2
user_40/session_1 2 7 0 2 1 3 0.181448252401 4
user_40/session_1 2 7 1 3 1 3 0.250017991573 2
user_40/session_1 2 7 0 3 -1 -3 0.254950407701 3
user_40/session_1 2 9 0 -3 -1 -4 0.238799580445 5
user_40/session_1 2 9 2 -4 -1 -4 0.244457073776 1
user_40/session_1 2 5 0 -4 1 2 0.106939396759 4
user_40/session_1 2 5 1 2 1 2 0.26510073967 0
user_40/session_1 2 3 0 2 1 1 0.203114644173 0
user_40/session_1 2 3 0 1 1 1 0.164945671427 2
user_40/session_1 2 7 0 1 -1 -3 0.191510768227 4
user_40/session_1 2 7 1 -3 1 3 0.245559782577 3
user_40/session_1 2 9 0 3 -1 -4 0.246449079866 5
user_40/session_1 2 9 2 -4 1 4 0.47240155309 2
user_40/session_1 2 7 0 4 1 3 0.271098631177 1
user_40/session_1 2 5 0 3 1 2 0.115168765049 4
user_40/session_1 2 5 1 2 1 2 0.325081333163 0
user_40/session_1 2 3 0 2 1 1 0.153066597678 1
user_40/session_1 2 5 0 1 1 2 0.143242683756 3
user_40/session_1 2 9 0 2 -1 -4 0.193781928324 5
user_40/session_1 2 9 2 -4 1 4 0.229183968145 4
user_40/session_1 2 9 1 4 1 4 0.248614844563 1
user_40/session_1 2 5 0 4 1 2 0.0919827234392 0
user_40/session_1 2 3 0 2 1 1 0.140572844705 -1
user_31/session_1 1 3 0 0 1 1 0.287262770979 1
user_31/session_1 1 5 0 1 -1 -2 0.233296239007 4
user_31/session_1 1 5 1 -2 1 2 0.173599796964 2
user_31/session_1 1 7 0 2 -1 -3 0.243167190088 3
user_31/session_1 1 9 0 -3 1 4 0.342130916447 4
user_31/session_1 1 9 1 4 -1 -4 0.255689920783 1
user_31/session_1 1 5 0 -4 1 2 0.177555903491 0
user_31/session_1 1 3 0 2 1 1 0.143810697961 4
user_31/session_1 1 3 1 1 1 1 0.302391905394 2
user_31/session_1 1 7 0 1 -1 -3 0.211139621614 0
user_31/session_1 1 3 0 -3 1 1 0.526709317413 5
user_31/session_1 1 3 2 1 1 1 0.320915270589 1
user_31/session_1 1 5 0 1 1 2 0.283328800329 2
user_31/session_1 1 7 0 2 -1 -3 0.375195755656 3
user_31/session_1 1 9 0 -3 -1 -4 0.580509816824 4
user_31/session_1 1 9 1 -4 -1 -4 0.46176259723 2
user_31/session_1 1 7 0 -4 -1 -3 0.345935734987 0
user_31/session_1 1 3 0 -3 1 1 0.360591100753 5
user_31/session_1 1 3 2 1 1 1 0.462358661881 1
user_31/session_1 1 5 0 1 1 2 0.521434718584 0
user_31/session_1 1 3 0 2 1 1 0.462910713876 2
user_31/session_1 1 7 0 1 -1 -3 0.473646445455 5
user_31/session_1 1 7 2 -3 1 3 0.459020034674 2
user_31/session_1 1 7 0 3 -1 -3 0.521382494359 1
user_31/session_1 1 5 0 -3 -1 -2 0.443709822834 -1
user_32/session_1 0 7 0 0 1 3 0.373838447159 4
user_32/session_1 0 7 1 3 1 3 0.517531536138 3
user_32/session_1 0 9 0 3 1 4 0.446711872857 2
user_32/session_1 0 7 0 4 1 3 0.440629203209 1
user_32/session_1 0 5 0 3 1 2 0.415813584694 0
user_32/session_1 0 3 0 2 1 1 0.507468659822 4
user_32/session_1 0 3 1 1 1 1 0.224674637428 1
user_32/session_1 0 5 0 1 1 2 0.459069629272 5
user_32/session_1 0 5 2 2 1 2 0.38551193856 0
user_32/session_1 0 3 0 2 1 1 0.479145055025 4
user_32/session_1 0 3 1 1 1 1 0.454492533244 0
user_32/session_1 0 3 0 1 -1 -1 0.391837151033 1
user_32/session_1 0 5 0 -1 1 2 0.413520300984 5
user_32/session_1 0 5 2 2 1 2 0.469289175067 2
user_32/session_1 0 7 0 2 1 3 0.385100077951 4
user_32/session_1 0 7 1 3 1 3 0.322436443777 2
user_32/session_1 0 7 0 3 1 3 0.326838156537 3
user_32/session_1 0 9 0 3 1 4 0.370038239139 5
user_32/session_1 0 9 2 4 -1 -4 0.28389313479 1
user_32/session_1 0 5 0 -4 1 2 0.198923937941 4
user_32/session_1 0 5 1 2 1 2 0.329188474626 2
user_32/session_1 0 7 0 2 -1 -3 0.466501074021 3
user_32/session_1 0 9 0 -3 -1 -4 0.468836074576 5
user_32/session_1 0 9 2 -4 -1 -4 0.425779979763 3
user_32/session_1 0 9 0 -4 -1 -4 0.645297385676 -1
user_4/session_2 1 5 0 0 -1 -2 0.266962061638 0
user_4/session_2 1 3 0 -2 1 1 0.188639168773 1
user_4/session_2 1 5 0 1 1 2 0.448443472495 5
user_4/session_2 1 5 2 2 1 2 0.258129262782 2
user_4/session_2 1 7 0 2 1 3 0.331030547865 3
user_4/session_2 1 9 0 3 -1 -4 0.593499385931 2
user_4/session_2 1 7 0 -4 -1 -3 0.465493785242 5
user_4/session_2 1 7 2 -3 -1 -3 0.488368254103 1
user_4/session_2 1 5 0 -3 1 2 0.177743744809 0
user_4/session_2 1 3 0 2 1 1 0.383822817483 4
user_4/session_2 1 3 1 1 1 1 0.13436234394 1
user_4/session_2 1 5 0 1 1 2 0.465161233411 5
user_4/session_2 1 5 2 2 1 2 0.31015470568 2
user_4/session_2 1 7 0 2 -1 -3 0.222034183779 1
user_4/session_2 1 5 0 -3 -1 -2 0.507578608151 0
user_4/session_2 1 3 0 -2 1 1 0.290822733305 5
user_4/session_2 1 3 2 1 1 1 0.234389507361 2
user_4/session_2 1 7 0 1 1 3 0.255239263866 3
user_4/session_2 1 9 0 3 1 4 0.229646305454 4
user_4/session_2 1 9 1 4 -1 -4 0.300526469511 2
user_4/session_2 1 7 0 -4 1 3 0.245375458853 3
user_4/session_2 1 9 0 3 -1 -4 0.161587185105 2
user_4/session_2 1 7 0 -4 -1 -3 0.23012730635 4
user_4/session_2 1 7 1 -3 -1 -3 0.378190768367 1
user_4/session_2 1 5 0 -3 1 2 0.323412025317 -1
user_4/session_3 1 3 0 0 1 1 0.150249711347 1
user_4/session_3 1 5 0 1 1 2 0.275353907285 4
user_4/session_3 1 5 1 2 1 2 0.601593334384 2
user_4/session_3 1 7 0 2 -1 -3 0.190042777278 3
user_4/session_3 1 9 0 -3 -1 -4 0.307491209064 4
user_4/session_3 1 9 1 -4 -1 -4 0.348272185306 1
user_4/session_3 1 5 0 -4 -1 -2 0.451237775987 0
user_4/session_3 1 3 0 -2 1 1 0.312436262638 4
user_4/session_3 1 3 1 1 1 1 0.299337305026 2
user_4/session_3 1 7 0 1 -1 -3 0.432061826084 0
user_4/session_3 1 3 0 -3 1 1 0.270497002831 5
user_4/session_3 1 3 2 1 1 1 0.380807941693 1
user_4/session_3 1 5 0 1 1 2 0.386695464066 2
user_4/session_3 1 7 0 2 1 3 0.191241471866 3
user_4/session_3 1 9 0 3 -1 -4 0.316262214953 4
user_4/session_3 1 9 1 -4 -1 -4 0.437014648224 2
user_4/session_3 1 7 0 -4 -1 -3 0.290924691405 0
user_4/session_3 1 3 0 -3 1 1 0.727521569768 5
user_4/session_3 1 3 2 1 1 1 0.388840627681 1
user_4/session_3 1 5 0 1 1 2 0.387376086531 0
user_4/session_3 1 3 0 2 1 1 0.247005862218 2
user_4/session_3 1 7 0 1 1 3 0.498519858041 5
user_4/session_3 1 7 2 3 -1 -3 0.311175091401 2
user_4/session_3 1 7 0 -3 1 3 0.381335148971 1
user_4/session_3 1 5 0 3 1 2 0.210507467044 -1
user_30/session_1 2 3 0 0 1 1 0.187523816362 1
user_30/session_1 2 5 0 1 1 2 0.30804683749 2
user_30/session_1 2 7 0 2 1 3 0.231875130032 3
user_30/session_1 2 9 0 3 1 4 0.318633113361 4
user_30/session_1 2 9 1 4 1 4 0.368606097844 2
user_30/session_1 2 7 0 4 -1 -3 0.216460595875 0
user_30/session_1 2 3 0 -3 1 1 0.318969547104 5
user_30/session_1 2 3 2 1 1 1 0.316630666122 1
user_30/session_1 2 5 0 1 1 2 0.218480308205 4
user_30/session_1 2 5 1 2 1 2 0.291581087435 1
user_30/session_1 2 5 0 2 1 2 0.402749352003 0
user_30/session_1 2 3 0 2 1 1 0.37584293744 5
user_30/session_1 2 3 2 1 1 1 0.310222568526 2
user_30/session_1 2 7 0 1 -1 -3 0.222577194131 3
user_30/session_1 2 9 0 -3 -1 -4 0.329006130048 5
user_30/session_1 2 9 2 -4 1 4 0.566438995802 1
user_30/session_1 2 5 0 4 1 2 0.430765653208 2
user_30/session_1 2 7 0 2 -1 -3 0.399633807854 3
user_30/session_1 2 9 0 -3 -1 -4 0.536072541835 4
user_30/session_1 2 9 1 -4 -1 -4 0.391322084235 2
user_30/session_1 2 7 0 -4 1 3 0.322886838998 1
user_30/session_1 2 5 0 3 1 2 0.406461404307 5
user_30/session_1 2 5 2 2 1 2 0.581570477821 1
user_30/session_1 2 5 0 2 1 2 0.336379136827 2
user_30/session_1 2 7 0 2 -1 -3 0.2096435763 -1
user_29/session_1 0 5 0 0 1 2 0.626188700035 0
user_29/session_1 0 3 0 2 1 1 0.229141424701 2
user_29/session_1 0 7 0 1 -1 -3 0.504275474526 3
user_29/session_1 0 9 0 -3 -1 -4 0.414970520368 4
user_29/session_1 0 9 1 -4 -1 -4 0.435672492816 1
user_29/session_1 0 5 0 -4 1 2 0.484377264719 0
user_29/session_1 0 3 0 2 1 1 0.347790412383 1
user_29/session_1 0 5 0 1 1 2 0.647078038441 5
user_29/session_1 0 5 2 2 1 2 0.470237801117 2
user_29/session_1 0 7 0 2 -1 -3 0.424806102365 4
user_29/session_1 0 7 1 -3 1 3 0.563427318204 3
user_29/session_1 0 9 0 3 -1 -4 0.352433329673 5
user_29/session_1 0 9 2 -4 -1 -4 0.445691482078 2
user_29/session_1 0 7 0 -4 1 3 0.264218914818 1
user_29/session_1 0 5 0 3 1 2 0.253996955547 0
user_29/session_1 0 3 0 2 1 1 0.337740162391 2
user_29/session_1 0 7 0 1 -1 -3 0.489993527729 4
user_29/session_1 0 7 1 -3 1 3 0.285493426916 3
user_29/session_1 0 9 0 3 -1 -4 0.343610874022 5
user_29/session_1 0 9 2 -4 -1 -4 0.256130741097 2
user_29/session_1 0 7 0 -4 1 3 0.407635108454 1
user_29/session_1 0 5 0 3 1 2 0.426625343156 4
user_29/session_1 0 5 1 2 1 2 0.36309628318 2
user_29/session_1 0 7 0 2 -1 -3 0.432818050781 3
user_29/session_1 0 9 0 -3 -1 -4 0.355718021293 -1
user_10/session_1 0 7 0 0 1 3 0.472258790547 3
user_10/session_1 0 9 0 3 -1 -4 0.567444857811 5
user_10/session_1 0 9 2 -4 -1 -4 0.550206518391 3
user_10/session_1 0 9 0 -4 -1 -4 0.532531985588 1
user_10/session_1 0 5 0 -4 1 2 0.409490388636 0
user_10/session_1 0 3 0 2 1 1 0.177203528225 4
user_10/session_1 0 3 1 1 1 1 0.249197824438 1
user_10/session_1 0 5 0 1 1 2 0.444251436036 0
user_10/session_1 0 3 0 2 1 1 0.415691830274 4
user_10/session_1 0 3 1 1 1 1 0.467896455204 1
user_10/session_1 0 5 0 1 1 2 0.380378708035 2
user_10/session_1 0 7 0 2 -1 -3 0.35991695127 2
user_10/session_1 0 7 0 -3 -1 -3 0.542811642965 5
user_10/session_1 0 7 2 -3 1 3 0.324514682871 1
user_10/session_1 0 5 0 3 1 2 0.231058211815 2
user_10/session_1 0 7 0 2 -1 -3 0.288252323881 4
user_10/session_1 0 7 1 -3 -1 -3 0.358959730697 3
user_10/session_1 0 9 0 -3 1 4 0.457827955451 2
user_10/session_1 0 7 0 4 1 3 0.395565811985 5
user_10/session_1 0 7 2 3 1 3 0.351786560139 2
user_10/session_1 0 7 0 3 1 3 0.425651964376 1
user_10/session_1 0 5 0 3 1 2 0.184322285407 0
user_10/session_1 0 3 0 2 1 1 0.582560125269 4
user_10/session_1 0 3 1 1 1 1 0.260982059198 2
user_10/session_1 0 7 0 1 1 3 0.404424715362 -1
user_62/session_1 2 3 0 0 1 1 0.113750148119 1
user_62/session_1 2 5 0 1 1 2 0.191488537486 2
user_62/session_1 2 7 0 2 -1 -3 0.217587823846 3
user_62/session_1 2 9 0 -3 1 4 0.116220371632 4
user_62/session_1 2 9 1 4 1 4 0.157957995326 2
user_62/session_1 2 7 0 4 1 3 0.441305723045 0
user_62/session_1 2 3 0 3 1 1 0.489215849308 5
user_62/session_1 2 3 2 1 1 1 0.222556844549 1
user_62/session_1 2 5 0 1 1 2 0.210151038044 4
user_62/session_1 2 5 1 2 1 2 0.264493421986 1
user_62/session_1 2 5 0 2 1 2 0.320881775195 0
user_62/session_1 2 3 0 2 1 1 0.150142983189 5
user_62/session_1 2 3 2 1 1 1 0.335687723453 2
user_62/session_1 2 7 0 1 1 3 0.273411964972 3
user_62/session_1 2 9 0 3 1 4 0.38002200791 5
user_62/session_1 2 9 2 4 1 4 0.288303833181 1
user_62/session_1 2 5 0 4 1 2 0.300824538461 2
user_62/session_1 2 7 0 2 1 3 0.357246340175 3
user_62/session_1 2 9 0 3 -1 -4 0.486868166227 4
user_62/session_1 2 9 1 -4 -1 -4 0.392696678916 2
user_62/session_1 2 7 0 -4 -1 -3 0.496837098437 1
user_62/session_1 2 5 0 -3 1 2 0.224942663195 5
user_62/session_1 2 5 2 2 1 2 0.278470666236 1
user_62/session_1 2 5 0 2 1 2 0.353582220425 2
user_62/session_1 2 7 0 2 1 3 0.200267632198 -1
user_49/session_1 1 7 0 0 -1 -3 0.373938468727 3
user_49/session_1 1 9 0 -3 -1 -4 0.452946506401 4
user_49/session_1 1 9 1 -4 -1 -4 0.318219451413 1
user_49/session_1 1 5 0 -4 -1 -2 0.402896090906 1
user_49/session_1 1 5 0 -2 1 2 0.10951842985 0
user_49/session_1 1 3 0 2 1 1 0.119760698331 5
user_49/session_1 1 3 2 1 1 1 0.136387439754 2
user_49/session_1 1 7 0 1 1 3 0.302700664889 1
user_49/session_1 1 5 0 3 1 2 0.0926265691647 0
user_49/session_1 1 3 0 2 1 1 0.0924887225927 4
user_49/session_1 1 3 1 1 1 1 0.13608799945 1
user_49/session_1 1 5 0 1 1 2 0.205035174721 5
user_49/session_1 1 5 2 2 1 2 0.181926331566 2
user_49/session_1 1 7 0 2 -1 -3 0.329214401262 3
user_49/session_1 1 9 0 -3 -1 -4 0.179637655373 4
user_49/session_1 1 9 1 -4 -1 -4 0.387301332928 3
user_49/session_1 1 9 0 -4 1 4 0.448493661293 2
user_49/session_1 1 7 0 4 1 3 0.276785258282 2
user_49/session_1 1 7 0 3 1 3 0.350501127083 1
user_49/session_1 1 5 0 3 1 2 0.310012995428 5
user_49/session_1 1 5 2 2 -1 -2 0.541350182862 2
user_49/session_1 1 7 0 -2 -1 -3 0.333252422748 0
user_49/session_1 1 3 0 -3 1 1 0.286237334751 4
user_49/session_1 1 3 1 1 1 1 0.275624040506 1
user_49/session_1 1 5 0 1 1 2 0.296947333038 -1
user_17/session_1 1 3 0 0 1 1 0.473298946977 1
user_17/session_1 1 5 0 1 1 2 0.340267936148 2
user_17/session_1 1 7 0 2 -1 -3 0.160834941005 5
user_17/session_1 1 7 2 -3 -1 -3 0.423934493042 1
user_17/session_1 1 5 0 -3 1 2 0.236679682705 0
user_17/session_1 1 3 0 2 1 1 0.169599202628 4
user_17/session_1 1 3 1 1 1 1 0.175362788896 2
user_17/session_1 1 7 0 1 -1 -3 0.194036268178 3
user_17/session_1 1 9 0 -3 -1 -4 0.223758364821 5
user_17/session_1 1 9 2 -4 -1 -4 0.249789957109 3
user_17/session_1 1 9 0 -4 -1 -4 0.256479425706 1
user_17/session_1 1 5 0 -4 1 2 0.262880005535 5
user_17/session_1 1 5 2 2 1 2 0.310182075085 0
user_17/session_1 1 3 0 2 1 1 0.178151564887 4
user_17/session_1 1 3 1 1 1 1 0.359423660317 2
user_17/session_1 1 7 0 1 -1 -3 0.348078924058 5
user_17/session_1 1 7 2 -3 1 3 0.254228163989 2
user_17/session_1 1 7 0 3 -1 -3 0.266298978742 3
user_17/session_1 1 9 0 -3 -1 -4 0.17939352685 2
user_17/session_1 1 7 0 -4 1 3 0.231149920753 1
user_17/session_1 1 5 0 3 1 2 0.366062739673 4
user_17/session_1 1 5 1 2 1 2 0.229703288356 3
user_17/session_1 1 9 0 2 -1 -4 0.369900867814 2
user_17/session_1 1 7 0 -4 -1 -3 0.101412667003 3
user_17/session_1 1 9 0 -3 -1 -4 0.257849537162 -1
user_65/session_1 2 3 0 0 1 1 0.623844682235 1
user_65/session_1 2 5 0 1 1 2 0.627023269785 2
user_65/session_1 2 7 0 2 1 3 0.469601794904 4
user_65/session_1 2 7 1 3 -1 -3 0.353948002205 2
user_65/session_1 2 7 0 -3 -1 -3 0.168178982947 3
user_65/session_1 2 9 0 -3 -1 -4 0.175846333479 5
user_65/session_1 2 9 2 -4 1 4 0.211642040868 1
user_65/session_1 2 5 0 4 1 2 0.166216899608 4
user_65/session_1 2 5 1 2 -1 -2 0.137392437814 0
user_65/session_1 2 3 0 -2 1 1 0.137580855337 0
user_65/session_1 2 3 0 1 1 1 0.089968365718 2
user_65/session_1 2 7 0 1 1 3 0.131558215967 4
user_65/session_1 2 7 1 3 1 3 0.0857490313084 3
user_65/session_1 2 9 0 3 -1 -4 0.246461794751 5
user_65/session_1 2 9 2 -4 -1 -4 0.132886847851 2
user_65/session_1 2 7 0 -4 -1 -3 0.220052759055 1
user_65/session_1 2 5 0 -3 1 2 0.131096503521 4
user_65/session_1 2 5 1 2 1 2 0.145299763629 0
user_65/session_1 2 3 0 2 1 1 0.0874074327337 1
user_65/session_1 2 5 0 1 1 2 0.325395532883 3
user_65/session_1 2 9 0 2 1 4 0.191081287311 5
user_65/session_1 2 9 2 4 1 4 0.211727997243 4
user_65/session_1 2 9 1 4 -1 -4 0.238425823741 1
user_65/session_1 2 5 0 -4 1 2 0.118084794278 0
user_65/session_1 2 3 0 2 1 1 0.179874061847 -1
user_55/session_1 1 3 0 0 1 1 0.167547765346 1
user_55/session_1 1 5 0 1 1 2 0.430314503574 4
user_55/session_1 1 5 1 2 1 2 0.346792098728 2
