ID length robot_feedback previous_score current_result current_score engagement action
user_41/session_1 7 0 3 1 3 0.1699932911 4
user_41/session_1 7 1 3 -1 -3 0.196121260057 -1
user_22/session_1 7 0 0 1 3 0.929160138797 3
user_22/session_1 9 0 3 1 4 0.760663236954 5
user_22/session_1 9 2 4 -1 -4 0.747913076861 3
user_22/session_1 9 0 -4 -1 -4 0.926406129648 1
user_22/session_1 5 0 -4 1 2 0.639935668538 0
user_22/session_1 3 0 2 1 1 0.572922398032 4
user_22/session_1 3 1 1 1 1 0.571569434319 1
user_22/session_1 5 0 1 1 2 0.580033367578 0
user_22/session_1 3 0 2 1 1 0.453300142267 4
user_22/session_1 3 1 1 1 1 0.559858384109 1
user_22/session_1 5 0 1 1 2 0.542446272867 2
user_22/session_1 7 0 2 1 3 0.666988443476 2
user_22/session_1 7 0 3 1 3 0.45647105734 5
user_22/session_1 7 2 3 1 3 0.495988625135 1
user_22/session_1 5 0 3 1 2 0.604951363526 2
user_22/session_1 7 0 2 1 3 0.477555706303 4
user_22/session_1 7 1 3 -1 -3 0.461520259614 3
user_22/session_1 9 0 -3 -1 -4 0.47852754979 2
user_22/session_1 7 0 -4 1 3 0.516986581122 5
user_22/session_1 7 2 3 1 3 0.459022913847 2
user_22/session_1 7 0 3 -1 -3 0.756948200855 1
user_22/session_1 5 0 -3 1 2 0.615905624102 0
user_22/session_1 3 0 2 1 1 0.561033087211 4
user_22/session_1 3 1 1 1 1 0.507628624058 2
user_22/session_1 7 0 1 -1 -3 0.386112148448 -1
user_56/session_1 3 0 0 1 1 0.241409076496 1
user_56/session_1 5 0 1 1 2 0.295773139342 2
user_56/session_1 7 0 2 1 3 0.354235854365 5
user_56/session_1 7 2 3 -1 -3 0.473438515988 1
user_56/session_1 5 0 -3 1 2 0.268745000608 0
user_56/session_1 3 0 2 1 1 0.174887215709 4
user_56/session_1 3 1 1 1 1 0.251217777923 2
user_56/session_1 7 0 1 1 3 0.302861732879 3
user_56/session_1 9 0 3 -1 -4 0.298448188042 5
user_56/session_1 9 2 -4 -1 -4 0.35955308845 3
user_56/session_1 9 0 -4 -1 -4 0.38628553221 1
user_56/session_1 5 0 -4 1 2 0.37530170458 5
user_56/session_1 5 2 2 1 2 0.470778447528 0
user_56/session_1 3 0 2 1 1 0.493180328124 4
user_56/session_1 3 1 1 1 1 0.381739095318 2
user_56/session_1 7 0 1 -1 -3 0.320476162331 5
user_56/session_1 7 2 -3 1 3 0.233421068338 2
user_56/session_1 7 0 3 -1 -3 0.373418058993 3
user_56/session_1 9 0 -3 -1 -4 0.422468712585 2
user_56/session_1 7 0 -4 1 3 0.365071006566 1
user_56/session_1 5 0 3 1 2 0.575456814608 4
user_56/session_1 5 1 2 -1 -2 0.484602190311 3
user_56/session_1 9 0 -2 1 4 0.491025268362 2
user_56/session_1 7 0 4 -1 -3 0.622748194156 3
user_56/session_1 9 0 -3 1 4 0.526094689562 -1
user_69/session_1 7 0 0 -1 -3 0.759653477842 3
user_69/session_1 9 0 -3 -1 -4 0.335180940897 4
user_69/session_1 9 1 -4 -1 -4 0.328401306973 1
user_69/session_1 5 0 -4 1 2 0.265397955 1
user_69/session_1 5 0 2 1 2 0.20973426326 0
user_69/session_1 3 0 2 1 1 0.288817730841 5
user_69/session_1 3 2 1 1 1 0.329751514645 2
user_69/session_1 7 0 1 -1 -3 0.23396796686 1
user_69/session_1 5 0 -3 1 2 0.209569575101 0
user_69/session_1 3 0 2 1 1 0.443093880697 4
user_69/session_1 3 1 1 1 1 0.286526753895 1
user_69/session_1 5 0 1 1 2 0.329307997273 5
user_69/session_1 5 2 2 1 2 0.357669055633 2
user_69/session_1 7 0 2 1 3 0.472486565236 3
user_69/session_1 9 0 3 -1 -4 0.193238668965 4
user_69/session_1 9 1 -4 -1 -4 0.287136842154 3
user_69/session_1 9 0 -4 -1 -4 0.20856362423 2
user_69/session_1 7 0 -4 1 3 0.317257657113 2
user_69/session_1 7 0 3 -1 -3 0.275736378148 1
user_69/session_1 5 0 -3 1 2 0.271917456104 5
user_69/session_1 5 2 2 1 2 0.428175358835 2
user_69/session_1 7 0 2 1 3 0.430658514588 0
user_69/session_1 3 0 3 1 1 0.493690992948 4
user_69/session_1 3 1 1 1 1 0.374390438504 1
user_69/session_1 5 0 1 1 2 0.547828279943 -1
user_36/session_1 3 0 0 1 1 0.341682858456 1
user_36/session_1 5 0 1 1 2 0.392553130843 2
user_36/session_1 7 0 2 1 3 0.431198173708 4
user_36/session_1 7 1 3 -1 -3 0.331832064296 3
user_36/session_1 9 0 -3 -1 -4 0.308170637012 5
user_36/session_1 9 2 -4 -1 -4 0.464718179514 2
user_36/session_1 7 0 -4 -1 -3 0.367419509135 1
user_36/session_1 5 0 -3 1 2 0.339492497941 0
user_36/session_1 3 0 2 1 1 0.264490731481 4
user_36/session_1 3 1 1 1 1 0.395352411785 1
user_36/session_1 5 0 1 1 2 0.293667149689 5
user_36/session_1 5 2 2 1 2 0.327025277267 2
user_36/session_1 7 0 2 -1 -3 0.404002389499 3
user_36/session_1 9 0 -3 -1 -4 0.475134218014 5
user_36/session_1 9 2 -4 -1 -4 0.267898147475 0
user_36/session_1 3 0 -4 1 1 0.333948788189 1
user_36/session_1 5 0 1 1 2 0.27266648 2
user_36/session_1 7 0 2 1 3 0.407828878276 4
user_36/session_1 7 1 3 1 3 0.419297196232 2
user_36/session_1 7 0 3 1 3 0.209704594379 3
user_36/session_1 9 0 3 1 4 0.271736852361 4
user_36/session_1 9 1 4 -1 -4 0.194876623708 0
user_36/session_1 3 0 -4 1 1 0.370529625948 1
user_36/session_1 5 0 1 1 2 0.313127368338 1
user_36/session_1 5 0 2 1 2 0.202084353242 -1
user_38/session_1 7 0 0 1 3 0.288481835514 2
user_38/session_1 7 0 3 -1 -3 0.211606993417 5
user_38/session_1 7 2 -3 -1 -3 0.297107590315 3
user_38/session_1 9 0 -3 -1 -4 0.246608261239 1
user_38/session_1 5 0 -4 1 2 0.199969413272 4
user_38/session_1 5 1 2 1 2 0.289087031701 1
user_38/session_1 5 0 2 -1 -2 0.311628442181 0
user_38/session_1 3 0 -2 1 1 0.323424700798 5
user_38/session_1 3 2 1 1 1 0.251865356608 3
user_38/session_1 9 0 1 -1 -4 0.337172085747 4
user_38/session_1 9 1 -4 -1 -4 0.253660233305 2
user_38/session_1 7 0 -4 -1 -3 0.220316530218 1
user_38/session_1 5 0 -3 1 2 0.230286579478 0
user_38/session_1 3 0 2 1 1 0.275706585357 4
user_38/session_1 3 1 1 1 1 0.194598958339 1
user_38/session_1 5 0 1 1 2 0.301479279161 1
user_38/session_1 5 0 2 1 2 0.218871241503 3
user_38/session_1 9 0 2 -1 -4 0.248775484236 5
user_38/session_1 9 2 -4 -1 -4 0.24882437856 3
user_38/session_1 9 0 -4 -1 -4 0.231710414282 1
user_38/session_1 5 0 -4 1 2 0.198322073359 0
user_38/session_1 3 0 2 1 1 0.101320986803 2
user_38/session_1 7 0 1 -1 -3 0.214654330274 2
user_38/session_1 7 0 -3 1 3 0.247340589018 4
user_38/session_1 7 1 3 -1 -3 0.235582543638 -1
user_40/session_1 3 0 0 1 1 0.334771745838 1
user_40/session_1 5 0 1 1 2 0.30850116491 2
user_40/session_1 7 0 2 1 3 0.159837356304 4
user_40/session_1 7 1 3 1 3 0.198691151554 2
user_40/session_1 7 0 3 -1 -3 0.201486015421 3
user_40/session_1 9 0 -3 -1 -4 0.192334442979 5
user_40/session_1 9 2 -4 -1 -4 0.195540158651 1
user_40/session_1 5 0 -4 1 2 0.117618268752 4
user_40/session_1 5 1 2 1 2 0.207237516372 0
user_40/session_1 3 0 2 1 1 0.172114223036 0
user_40/session_1 3 0 1 1 1 0.150486469017 2
user_40/session_1 7 0 1 -1 -3 0.165539097835 4
user_40/session_1 7 1 -3 1 3 0.196164988533 3
user_40/session_1 9 0 3 -1 -4 0.196668892663 5
user_40/session_1 9 2 -4 1 4 0.324700750989 2
user_40/session_1 7 0 4 1 3 0.210636112478 1
user_40/session_1 5 0 3 1 2 0.122281290581 4
user_40/session_1 5 1 2 1 2 0.241224428481 0
user_40/session_1 3 0 2 1 1 0.143755407986 1
user_40/session_1 5 0 1 1 2 0.138188865883 3
user_40/session_1 9 0 2 -1 -4 0.166826009386 5
user_40/session_1 9 2 -4 1 4 0.186885931201 4
user_40/session_1 9 1 4 1 4 0.197896083828 1
user_40/session_1 5 0 4 1 2 0.109143341913 0
user_40/session_1 3 0 2 1 1 0.136676050156 -1
user_31/session_1 3 0 0 1 1 0.290575453575 1
user_31/session_1 5 0 1 -1 -2 0.260868846039 4
user_31/session_1 5 1 -2 1 2 0.228008131995 2
user_31/session_1 7 0 2 -1 -3 0.266302444587 3
user_31/session_1 9 0 -3 1 4 0.320778366455 4
user_31/session_1 9 1 4 -1 -4 0.273195751095 1
user_31/session_1 5 0 -4 1 2 0.230185824348 0
user_31/session_1 3 0 2 1 1 0.211610319488 4
user_31/session_1 3 1 1 1 1 0.298903490267 2
user_31/session_1 7 0 1 -1 -3 0.248672436279 0
user_31/session_1 3 0 -3 1 1 0.422382044082 5
user_31/session_1 3 2 1 1 1 0.309099927206 1
user_31/session_1 5 0 1 1 2 0.288409946215 2
user_31/session_1 7 0 2 -1 -3 0.33897935447 3
user_31/session_1 9 0 -3 -1 -4 0.451997256748 4
user_31/session_1 9 1 -4 -1 -4 0.386631243415 2
user_31/session_1 7 0 -4 -1 -3 0.322872780289 0
user_31/session_1 3 0 -3 1 1 0.33094002462 5
user_31/session_1 3 2 1 1 1 0.386959355265 1
user_31/session_1 5 0 1 1 2 0.419478569806 0
user_31/session_1 3 0 2 1 1 0.387263239753 2
user_31/session_1 7 0 1 -1 -3 0.393172868425 5
user_31/session_1 7 2 -3 1 3 0.385121562757 2
user_31/session_1 7 0 3 -1 -3 0.419449822275 1
user_31/session_1 5 0 -3 -1 -2 0.376693849546 -1
user_32/session_1 7 0 0 1 3 0.238762773112 4
user_32/session_1 7 1 3 1 3 0.299900651759 3
user_32/session_1 9 0 3 1 4 0.269768625158 2
user_32/session_1 7 0 4 1 3 0.267180598681 1
user_32/session_1 5 0 3 1 2 0.256622162753 0
user_32/session_1 3 0 2 1 1 0.295619145143 4
user_32/session_1 3 1 1 1 1 0.175297237207 1
user_32/session_1 5 0 1 1 2 0.275026546867 5
user_32/session_1 5 2 2 1 2 0.243729556871 0
user_32/session_1 3 0 2 1 1 0.283568147248 4
user_32/session_1 3 1 1 1 1 0.273079104972 0
user_32/session_1 3 0 1 -1 -1 0.24642077936 1
user_32/session_1 5 0 -1 1 2 0.255646426883 5
user_32/session_1 5 2 2 1 2 0.279374712497 2
user_32/session_1 7 0 2 1 3 0.243554320302 4
user_32/session_1 7 1 3 1 3 0.216892483682 2
user_32/session_1 7 0 3 1 3 0.218765304306 3
user_32/session_1 9 0 3 1 4 0.237145877975 5
user_32/session_1 9 2 4 -1 -4 0.200493252764 1
user_32/session_1 5 0 -4 1 2 0.164340947301 4
user_32/session_1 5 1 2 1 2 0.219765306903 2
user_32/session_1 7 0 2 -1 -3 0.278188444008 3
user_32/session_1 9 0 -3 -1 -4 0.279181929371 5
user_32/session_1 9 2 -4 -1 -4 0.260862618968 3
user_32/session_1 9 0 -4 -1 -4 0.354261881375 -1
user_4/session_2 5 0 0 -1 -2 0.197821536763 0
user_4/session_2 3 0 -2 1 1 0.160435396659 1
user_4/session_2 5 0 1 1 2 0.284448692686 5
user_4/session_2 5 2 2 1 2 0.193605346024 2
user_4/session_2 7 0 2 1 3 0.228403571143 3
user_4/session_2 9 0 3 -1 -4 0.353688738658 2
user_4/session_2 7 0 -4 -1 -3 0.292587378042 5
user_4/session_2 7 2 -3 -1 -3 0.303506128184 1
user_4/session_2 5 0 -3 1 2 0.15523464587 0
user_4/session_2 3 0 2 1 1 0.253603089651 4
user_4/session_2 3 1 1 1 1 0.134527250223 1
user_4/session_2 5 0 1 1 2 0.292428639914 5
user_4/session_2 5 2 2 1 2 0.218438832454 2
user_4/session_2 7 0 2 -1 -3 0.17637595585 1
user_4/session_2 5 0 -3 -1 -2 0.312675873601 0
user_4/session_2 3 0 -2 1 1 0.209211034536 5
user_4/session_2 3 2 1 1 1 0.182273565624 2
user_4/session_2 7 0 1 1 3 0.192225852744 3
user_4/session_2 9 0 3 1 4 0.180009476486 4
user_4/session_2 9 1 4 -1 -4 0.213842952843 2
user_4/session_2 7 0 -4 1 3 0.187517528234 3
user_4/session_2 9 0 3 -1 -4 0.147522578777 2
user_4/session_2 7 0 -4 -1 -3 0.180239074324 4
user_4/session_2 7 1 -3 -1 -3 0.250914723968 1
user_4/session_2 5 0 -3 1 2 0.224766995156 -1
user_4/session_3 3 0 0 1 1 0.123717623467 1
user_4/session_3 5 0 1 1 2 0.173900641114 4
user_4/session_3 5 1 2 1 2 0.304764988266 2
user_4/session_3 7 0 2 -1 -3 0.139679806948 3
user_4/session_3 9 0 -3 -1 -4 0.186791869663 4
user_4/session_3 9 1 -4 -1 -4 0.203150333383 1
user_4/session_3 5 0 -4 -1 -2 0.244452897342 0
user_4/session_3 3 0 -2 1 1 0.188775477878 4
user_4/session_3 3 1 1 1 1 0.183521095992 2
user_4/session_3 7 0 1 -1 -3 0.236760852921 0
user_4/session_3 3 0 -3 1 1 0.171952392136 5
user_4/session_3 3 2 1 1 1 0.216201393939 1
user_4/session_3 5 0 1 1 2 0.218563054448 2
user_4/session_3 7 0 2 1 3 0.140160639036 3
user_4/session_3 9 0 3 -1 -4 0.19031018126 4
user_4/session_3 9 1 -4 -1 -4 0.238747577339 2
user_4/session_3 7 0 -4 -1 -3 0.180146546205 0
user_4/session_3 3 0 -3 1 1 0.355278552669 5
user_4/session_3 3 2 1 1 1 0.219423543441 1
user_4/session_3 5 0 1 1 2 0.218836072383 0
user_4/session_3 3 0 2 1 1 0.162529396247 2
user_4/session_3 7 0 1 1 3 0.263419148156 5
user_4/session_3 7 2 3 -1 -3 0.188269584547 2
user_4/session_3 7 0 -3 1 3 0.216412872474 1
user_4/session_3 5 0 3 1 2 0.147888803297 -1
user_30/session_1 3 0 0 1 1 0.251517363875 1
user_30/session_1 5 0 1 1 2 0.354950799352 2
user_30/session_1 7 0 2 1 3 0.289579874239 3
user_30/session_1 9 0 3 1 4 0.364035992139 4
user_30/session_1 9 1 4 1 4 0.40692304739 2
user_30/session_1 7 0 4 -1 -3 0.276351047006 0
user_30/session_1 3 0 -3 1 1 0.364324721192 5
user_30/session_1 3 2 1 1 1 0.362317482303 1
user_30/session_1 5 0 1 1 2 0.278084373826 4
user_30/session_1 5 1 2 1 2 0.340819813587 1
user_30/session_1 5 0 2 1 2 0.436224952062 0
user_30/session_1 3 0 2 1 1 0.413133737882 5
user_30/session_1 3 2 1 1 1 0.356818022174 2
user_30/session_1 7 0 1 -1 -3 0.281600341001 3
user_30/session_1 9 0 -3 -1 -4 0.37293816487 5
user_30/session_1 9 2 -4 1 4 0.576704190399 1
user_30/session_1 5 0 4 1 2 0.460268676289 2
user_30/session_1 7 0 2 -1 -3 0.433551177113 3
user_30/session_1 9 0 -3 -1 -4 0.550643553787 4
user_30/session_1 9 1 -4 -1 -4 0.426418015991 2
user_30/session_1 7 0 -4 1 3 0.367686559907 1
user_30/session_1 5 0 3 1 2 0.439410653175 5
user_30/session_1 5 2 2 1 2 0.589690100928 1
user_30/session_1 5 0 2 1 2 0.379265714692 2
user_30/session_1 7 0 2 -1 -3 0.270500648072 -1
user_29/session_1 5 0 0 1 2 0.312098603751 0
user_29/session_1 3 0 2 1 1 0.169437700282 2
user_29/session_1 7 0 1 -1 -3 0.268294623781 3
user_29/session_1 9 0 -3 -1 -4 0.236206944968 4
user_29/session_1 9 1 -4 -1 -4 0.243645258429 1
user_29/session_1 5 0 -4 1 2 0.261145105915 0
user_29/session_1 3 0 2 1 1 0.212068824659 1
user_29/session_1 5 0 1 1 2 0.319604238659 5
user_29/session_1 5 2 2 1 2 0.256064731921 2
user_29/session_1 7 0 2 -1 -3 0.239740914601 4
user_29/session_1 7 1 -3 1 3 0.289548151975 3
user_29/session_1 9 0 3 -1 -4 0.213737046094 5
user_29/session_1 9 2 -4 -1 -4 0.247245127132 2
user_29/session_1 7 0 -4 1 3 0.182041203044 1
user_29/session_1 5 0 3 1 2 0.178368406289 0
user_29/session_1 3 0 2 1 1 0.208457723833 2
user_29/session_1 7 0 1 -1 -3 0.263163054922 4
user_29/session_1 7 1 -3 1 3 0.189685232623 3
user_29/session_1 9 0 3 -1 -4 0.210567097394 5
user_29/session_1 9 2 -4 -1 -4 0.179135085204 2
user_29/session_1 7 0 -4 1 3 0.23357129789 1
user_29/session_1 5 0 3 1 2 0.240394576144 4
user_29/session_1 5 1 2 1 2 0.217568294097 2
user_29/session_1 7 0 2 -1 -3 0.24261964434 3
user_29/session_1 9 0 -3 -1 -4 0.214917250828 -1
user_10/session_1 7 0 0 1 3 0.345361433246 3
user_10/session_1 9 0 3 -1 -4 0.396213996387 5
user_10/session_1 9 2 -4 -1 -4 0.387004520999 3
user_10/session_1 9 0 -4 -1 -4 0.377562012014 1
user_10/session_1 5 0 -4 1 2 0.311827805761 0
user_10/session_1 3 0 2 1 1 0.187729998431 4
user_10/session_1 3 1 1 1 1 0.226192502442 1
user_10/session_1 5 0 1 1 2 0.330398678669 0
user_10/session_1 3 0 2 1 1 0.315140887303 4
user_10/session_1 3 1 1 1 1 0.34303088278 1
user_10/session_1 5 0 1 1 2 0.296275071853 2
user_10/session_1 7 0 2 -1 -3 0.285343505839 2
user_10/session_1 7 0 -3 -1 -3 0.383053854894 5
user_10/session_1 7 2 -3 1 3 0.266430064609 1
user_10/session_1 5 0 3 1 2 0.216501527462 2
user_10/session_1 7 0 2 -1 -3 0.247057125343 4
user_10/session_1 7 1 -3 -1 -3 0.284832116715 3
user_10/session_1 9 0 -3 1 4 0.337651849544 2
user_10/session_1 7 0 4 1 3 0.304388687477 5
user_10/session_1 7 2 3 1 3 0.280999895054 2
user_10/session_1 7 0 3 1 3 0.320462026865 1
user_10/session_1 5 0 3 1 2 0.191533150084 0
user_10/session_1 3 0 2 1 1 0.404289233813 4
user_10/session_1 3 1 1 1 1 0.232488156412 2
user_10/session_1 7 0 1 1 3 0.309121501389 -1
user_62/session_1 3 0 0 1 1 0.215932636993 1
user_62/session_1 5 0 1 1 2 0.277289188817 2
user_62/session_1 7 0 2 -1 -3 0.297888563581 3
user_62/session_1 9 0 -3 1 4 0.217882309455 4
user_62/session_1 9 1 4 1 4 0.250824549345 2
user_62/session_1 7 0 4 1 3 0.474462312896 0
user_62/session_1 3 0 3 1 1 0.512276321764 5
user_62/session_1 3 2 1 1 1 0.301810460841 1
user_62/session_1 5 0 1 1 2 0.29201893421 4
user_62/session_1 5 1 2 1 2 0.334909728884 1
user_62/session_1 5 0 2 1 2 0.379415345017 0
user_62/session_1 3 0 2 1 1 0.244656397405 5
user_62/session_1 3 2 1 1 1 0.391101230704 2
user_62/session_1 7 0 1 1 3 0.341948864238 3
user_62/session_1 9 0 3 1 4 0.42609293614 5
user_62/session_1 9 2 4 1 4 0.353702563934 1
user_62/session_1 5 0 4 1 2 0.363584776682 2
user_62/session_1 7 0 2 1 3 0.408116792705 3
user_62/session_1 9 0 3 -1 -4 0.510423366748 4
user_62/session_1 9 1 -4 -1 -4 0.436096669364 2
user_62/session_1 7 0 -4 -1 -3 0.518291542442 1
user_62/session_1 5 0 -3 1 2 0.303693515103 5
user_62/session_1 5 2 2 1 2 0.345941543643 1
user_62/session_1 5 0 2 1 2 0.40522481417 2
user_62/session_1 7 0 2 1 3 0.28421826188 -1
user_49/session_1 7 0 0 -1 -3 0.246353173742 3
user_49/session_1 9 0 -3 -1 -4 0.279421756563 4
user_49/session_1 9 1 -4 -1 -4 0.223032142199 1
user_49/session_1 5 0 -4 -1 -2 0.258473301712 1
user_49/session_1 5 0 -2 1 2 0.135680940734 0
user_49/session_1 3 0 2 1 1 0.139967812215 5
user_49/session_1 3 2 1 1 1 0.146926886152 2
user_49/session_1 7 0 1 1 3 0.216536799541 1
user_49/session_1 5 0 3 1 2 0.128610901906 0
user_49/session_1 3 0 2 1 1 0.128553206627 4
user_49/session_1 3 1 1 1 1 0.14680155629 1
user_49/session_1 5 0 1 1 2 0.175659194611 5
user_49/session_1 5 2 2 1 2 0.165987055975 2
user_49/session_1 7 0 2 -1 -3 0.227634046264 3
user_49/session_1 9 0 -3 -1 -4 0.165029137256 4
user_49/session_1 9 1 -4 -1 -4 0.251946161425 3
user_49/session_1 9 0 -4 1 4 0.277558031281 2
user_49/session_1 7 0 4 1 3 0.20568998199 2
user_49/session_1 7 0 3 1 3 0.236543543025 1
user_49/session_1 5 0 3 1 2 0.219597354077 5
user_49/session_1 5 2 2 -1 -2 0.316422856485 2
user_49/session_1 7 0 -2 -1 -3 0.229324148333 0
user_49/session_1 3 0 -3 1 1 0.209646120919 4
user_49/session_1 3 1 1 1 1 0.20520395769 1
user_49/session_1 5 0 1 1 2 0.214128759342 -1
user_17/session_1 3 0 0 1 1 0.584119523557 1
user_17/session_1 5 0 1 1 2 0.45799224302 2
user_17/session_1 7 0 2 -1 -3 0.287871039138 5
user_17/session_1 7 2 -3 -1 -3 0.537316869866 1
user_17/session_1 5 0 -3 1 2 0.359779768944 0
user_17/session_1 3 0 2 1 1 0.29618047374 4
user_17/session_1 3 1 1 1 1 0.301644954972 2
user_17/session_1 7 0 1 -1 -3 0.319349361977 3
user_17/session_1 9 0 -3 -1 -4 0.347529011204 5
user_17/session_1 9 2 -4 -1 -4 0.372209677185 3
user_17/session_1 9 0 -4 -1 -4 0.378551991485 1
user_17/session_1 5 0 -4 1 2 0.384620409087 5
user_17/session_1 5 2 2 1 2 0.429467707164 0
user_17/session_1 3 0 2 1 1 0.304289005631 4
user_17/session_1 3 1 1 1 1 0.476153868502 2
user_17/session_1 7 0 1 -1 -3 0.465397874664 5
user_17/session_1 7 2 -3 1 3 0.37641756045 2
user_17/session_1 7 0 3 -1 -3 0.387861952469 3
user_17/session_1 9 0 -3 -1 -4 0.305466515175 2
user_17/session_1 7 0 -4 1 3 0.354536977563 1
user_17/session_1 5 0 3 1 2 0.482448408544 4
user_17/session_1 5 1 2 1 2 0.35316541909 3
user_17/session_1 9 0 2 -1 -4 0.486087354544 2
user_17/session_1 7 0 -4 -1 -3 0.231532522453 3
user_17/session_1 9 0 -3 -1 -4 0.379851000122 -1
user_65/session_1 3 0 0 1 1 1.25040701222 1
user_65/session_1 5 0 1 1 2 1.25596969834 2
user_65/session_1 7 0 2 1 3 0.980474296404 4
user_65/session_1 7 1 3 -1 -3 0.778074413354 2
user_65/session_1 7 0 -3 -1 -3 0.452969400412 3
user_65/session_1 9 0 -3 -1 -4 0.466387644766 5
user_65/session_1 9 2 -4 1 4 0.529031911074 1
user_65/session_1 5 0 4 1 2 0.449535657091 4
user_65/session_1 5 1 2 -1 -2 0.399091416915 0
user_65/session_1 3 0 -2 1 1 0.399421156942 0
user_65/session_1 3 0 1 1 1 0.316096934659 2
user_65/session_1 7 0 1 1 3 0.388881238831 4
user_65/session_1 7 1 3 1 3 0.308712889821 3
user_65/session_1 9 0 3 -1 -4 0.589968210259 5
user_65/session_1 9 2 -4 -1 -4 0.391206410637 2
user_65/session_1 7 0 -4 -1 -3 0.543751085756 1
user_65/session_1 5 0 -3 1 2 0.388073219113 4
user_65/session_1 5 1 2 1 2 0.412929629937 0
user_65/session_1 3 0 2 1 1 0.311615174706 1
user_65/session_1 5 0 1 1 2 0.728106173518 3
user_65/session_1 9 0 2 1 4 0.493049570866 5
user_65/session_1 9 2 4 1 4 0.529182339 4
user_65/session_1 9 1 4 -1 -4 0.575904861754 1
user_65/session_1 5 0 -4 1 2 0.365302081498 0
user_65/session_1 3 0 2 1 1 0.473436369515 -1
user_55/session_1 3 0 0 1 1 0.117792378894 1
user_55/session_1 5 0 1 1 2 0.216152839051 4
user_55/session_1 5 1 2 1 2 0.184888219223 2
user_55/session_1 7 0 2 -1 -3 0.273993990088 3
user_55/session_1 9 0 -3 -1 -4 0.288852764321 4
user_55/session_1 9 1 -4 -1 -4 0.30068772266 1
user_55/session_1 5 0 -4 1 2 0.143778498472 0
user_55/session_1 3 0 2 1 1 0.224612527294 4
user_55/session_1 3 1 1 1 1 0.281355940165 2
user_55/session_1 7 0 1 -1 -3 0.326315120089 0
user_55/session_1 3 0 -3 1 1 0.321367069507 5
user_55/session_1 3 2 1 1 1 0.306816418838 1
user_55/session_1 5 0 1 1 2 0.257664969333 2
user_55/session_1 7 0 2 -1 -3 0.126776473982 3
user_55/session_1 9 0 -3 -1 -4 0.281872722977 4
user_55/session_1 9 1 -4 -1 -4 0.131868989876 2
user_55/session_1 7 0 -4 -1 -3 0.0764132815695 0
user_55/session_1 3 0 -3 1 1 0.119447609082 5
user_55/session_1 3 2 1 1 1 0.239197696969 1
user_55/session_1 5 0 1 -1 -2 0.224597385182 0
user_55/session_1 3 0 -2 1 1 0.225360115148 2
user_55/session_1 7 0 1 1 3 0.262646383258 5
user_55/session_1 7 2 3 1 3 0.221756763139 2
user_55/session_1 7 0 3 -1 -3 0.219527804337 1
user_55/session_1 5 0 -3 1 2 0.186081123456 -1
user_2/session_2 7 0 0 1 3 0.493920640449 3
user_2/session_2 9 0 3 -1 -4 0.454029820997 5
user_2/session_2 9 2 -4 1 4 0.473195114722 3
user_2/session_2 9 0 4 1 4 0.447310661415 1
user_2/session_2 5 0 4 1 2 0.425800410056 0
user_2/session_2 3 0 2 1 1 0.432964778329 4
user_2/session_2 3 1 1 1 1 0.480174841538 1
user_2/session_2 5 0 1 1 2 0.396965227643 0
user_2/session_2 3 0 2 1 1 0.568449565344 4
user_2/session_2 3 1 1 1 1 0.340672222629 1
user_2/session_2 5 0 1 1 2 0.440830355771 2
user_2/session_2 7 0 2 1 3 0.437905320645 2
user_2/session_2 7 0 3 1 3 0.409757498316 5
user_2/session_2 7 2 3 1 3 0.457442791822 1
user_2/session_2 5 0 3 1 2 0.446182592655 2
user_2/session_2 7 0 2 1 3 0.541550072892 4
user_2/session_2 7 1 3 1 3 0.46596782337 3
user_2/session_2 9 0 3 1 4 0.497230762021 2
user_2/session_2 7 0 4 1 3 0.394631515852 5
user_2/session_2 7 2 3 1 3 0.479050032505 2
user_2/session_2 7 0 3 1 3 0.586813211713 1
user_2/session_2 5 0 3 1 2 0.54489670099 0
user_2/session_2 3 0 2 1 1 0.401536467363 4
user_2/session_2 3 1 1 1 1 0.418413465202 2
user_2/session_2 7 0 1 1 3 0.355399507939 -1
user_37/session_1 3 0 0 1 1 1.25335543231 1
user_37/session_1 5 0 1 1 2 1.01933544849 2
user_37/session_1 7 0 2 -1 -3 1.21385043263 5
user_37/session_1 7 2 -3 1 3 0.720168006826 1
user_37/session_1 5 0 3 1 2 0.697546487798 0
user_37/session_1 3 0 2 1 1 0.697208568424 4
user_37/session_1 3 1 1 1 1 0.655134747711 2
user_37/session_1 7 0 1 -1 -3 0.945502430137 3
user_37/session_1 9 0 -3 -1 -4 0.843453601135 5
user_37/session_1 9 2 -4 -1 -4 0.835130733952 3
user_37/session_1 9 0 -4 -1 -4 1.13057088782 1
user_37/session_1 5 0 -4 1 2 0.58749814531 5
user_37/session_1 5 2 2 1 2 0.724636262639 0
user_37/session_1 3 0 2 1 1 1.08199304443 4
user_37/session_1 3 1 1 1 1 0.665112305298 2
user_37/session_1 7 0 1 1 3 0.674432800184 5
user_37/session_1 7 2 3 1 3 0.574127331911 2
user_37/session_1 7 0 3 1 3 0.717468493642 3
user_37/session_1 9 0 3 -1 -4 0.839970677199 2
user_37/session_1 7 0 -4 -1 -3 0.624988527259 1
user_37/session_1 5 0 -3 -1 -2 0.435859118155 4
user_37/session_1 5 1 -2 1 2 0.39986624009 3
